ID,Date,Time,Location,Operator,Flight,Route,Type,Registration,CN_IN,Aboard,Fatalities,Ground,Survivors,SurvivalRate,Summary,ClustID
58,3/4/1967,2:56,"MONROVIA, LIBERIA",VARIG,837,ROME - MONROVIA,MCDONNELL DOUGLAS DC-8-33,PP-PEA,45253/5,90,51,5,39,0.433,Crashed on short of  the runway during approach. Crew error. The failure of the pilot to arrest the fast descent at a low altitude upon which he had erroneously decided after coming in too high.,High Fatality
59,4/20/1967,1:13,"NEAR NICOSIA, CYPRUS",GLOBE AIR,Not Available,BOMBAY - CAIRO,BRISTOL BRITANNIA 175,HB-ITB,13232,130,126,0,4,0.031,The flight crashed while making a second landing attempt. Misjudgement by the pilot during approach. Both pilots exceeded their duty time by 3 hours at the time of the crash. The first officer had less than 50 hours flying time in a Britannia.,High Fatality
60,6/3/1967,21:06,"MT. CANIGOU, NEAR ROUSSILLON, FRANCE",AIR FERRY LTD,Not Available,NOT AVAILABLE,DOUGLAS C54A,G-APYK,10279,88,88,0,0,0,Crashed into a mountain while attempting to land. Series of errors by the crew due to intoxication by carbon monoxide fumes. Difficulty in communication between the ATC and crew due to lack of phraseology.,High Fatality
61,6/4/1967,10:09,"STOCKPORT, CHESHIRE, ENGLAND",BRITISH MIDLAND AIRWAYS,Not Available,PALMA DE MALLORCA - MANCHESTER,CANADAIR C-4 ARGONAUT,G-ALHG,153,84,72,0,12,0.143,"The aircraft crashed a during a landing attempt. Loss of power in both starboard engines resulting in control difficulties. Fuel starvation due to inadvertent fuel transfer. Inadvertent fuel transfer in flight on a scale sufficient to involve the risk, after a long flight, of emptying the tank expected to contain sufficient fuel can occur if the fuel selector levers in the cockpit of this type of aircraft are incorrectly positioned by even a small amount. This is easy to do and difficult for the pilot to recognize.",High Fatality
62,7/19/1967,11:01,"NEAR HENDERSONVILLE, NORTH CAROLINA",PIEDMONT AIRLINES / PRIVATE,22,ASHVILLE - ROANOKE,BOEING B-727-22 / CESSNA 310,N68650/N3121S,18295/4 / ,82,82,0,0,0,"Midair collision. The B-727 was climbing away from Asheville Airport when it hit the Cessna, about 8 miles from the airport at 6,000 feet.  Seventy-nine on the B-727 and  3 on the Cessna killed. Deviation from IFR clearance by the Cessna pilot. Confusing transmission by the ATC. Lack of secondary surveillance radar. John T. McNaughton, Navy Secretary designate killed along with his wife and son.",High Fatality
63,11/5/1967,10:35,"HONG KONG, CHINA",CATHAY PACIFIAIRWAYS,33,HONG KONG - SAIGON,CONVAIR CV-880-22M-3,VR-HFX,22-00-37,127,1,0,126,0.992,"Shortly before reaching V1, the nose gear tire blew causing severe vibration. The crew aborted the takeoff and overran the runway into the sea. Loss of directional control developing from separation of the right nose wheel tread.  Inability to stop within the normally adequate runway distance available due to use of differential braking, impaired performance and an increase in tail wind component and aircraft weight over those used in calculating the aircraft's acceleration /stoping performance.",Low Fatality
64,11/16/1967,Not Available,"NEAR SVERDLOVSK, RUSSIA",AEROFLOT,Not Available,NOT AVAILABLE,ILYUSHIN IL-18B,CCCP-75538,184007002,130,130,0,0,0,The plane climbed to 700 ft. and crashed into the ground. Malfunctioning artificial horizon and compass.,High Fatality
65,11/20/1967,20:57,"CINCINNATI INTERNATIONAL AIRPORT, COVINGTON/HEBRON, KENTUCKY",TRANS WORLD AIRLINES,128,LOS ANGELES - CINCINNATI,CONVAIR CV-880-22-1,N821TW,22-00-27,82,70,0,12,0.146,The aircraft struck a tree short of the runway during an approach in snow. Procedural errors by the crew during the approach in adverse weather. The visual approach conducted at night and in deteriorating weather conditions without adequate altimeter cross-reference. The approach was conducted using visual reference to partially lighted irregular terrain which may have been conducive to producing an illusionary sense of adequate terrain clearance.,High Fatality
66,12/8/1967,Not Available,"CARPICH HUANUCO MT., PERU",FAUCETT,Not Available,HUANUCO - TINGO MARIA,DOUGLAS DC-C-54A,OB-R-148,10284,72,72,0,0,0,"The plane flew into 10,500 ft. Carpish Mountain,30 miles from Tingo Maria.",High Fatality
67,2/7/1968,15:00,NORTHERN INDIA,MILITARY - INDIAN AIR FORCE,Not Available,"CHANDIGARH, PUNJAB - LEH, KASHMIR",ANTONOV AN-12BP,BL534,24003,98,98,0,0,0,Vanished without a trace over the Himalayas while en route.,High Fatality
68,2/29/1968,Not Available,"NEAR BRATSK, RUSSIA",AEROFLOT,Not Available,KRASNOYARSK - PETROPAVLOVSK,ILYUSHIN IL-18D,CCCP-74252,187010601,82,82,0,0,0,"Cruising at flight level 260, some type of emergency developed. An abrupt descent was begun and accelerated until aerodynamiforces broke apart the plane. Cause unknown.",High Fatality
69,4/8/1968,15:35,"HEATHROW AIRPORT, LONDON, ENGLAND",BRITISH OVERSEAS AIRWAYS,712,LONDON - ZURICH,BOEING B-707-465,G-ARWE,18373,127,5,0,122,0.961,"Shortly after leaving the runway during takeoff the No. 2 engine caught fire. Through some confusion, the crew did not pull the fire shutoff handle. The fire continued to burn and while attempting to land, the No. 2 engine fell away. After the plane came to a stop, the wing tank exploded.",Low Fatality
70,4/20/1968,18:50,"NEAR WINDHOEK, SOUTH AFRICA (NAMIBIA)",SOUTH AFRICAN AIRWAYS,228/129,WINDHOEK - LUANDA,BOEING B-707-344C,ZS-EUW,19705,128,123,0,5,0.039,"The aircraft took off from J. G. Strijdom Airport, climbed to an altitude of 600 ft. and then descended, crashing, about one minute after taking off 3 miles from the runway. Procedural errors during takeoff . Takeoff conditions in total darkness with no external visual reference. Stabilizer trim improperly set, spatial disorientation and preoccupation with after takeoff duties.",High Fatality
71,5/3/1968,15:48,"NEAR DAWSON, TEXAS",BRANIFF AIRLINES,352,HOUSTON - DALLAS-FORT WORTH,LOCKHEED L188A ELECTRA,N9707C,1099,85,85,0,0,0,"On a flight from Houston to Dallas the airliner flew into thunderstorms. While attempting to turn around by making a right hand turn, winds lifted the port wing, forcing the starboard wing down past 90 degrees.  A stall resulted from this unusual attitude, pitching the nose down. During the recovery maneuver, the starboard wing was over-stressed, separating from the aircraft followed by the the tail and engines. The aircraft crashed into a field. Pilot's decision to penetrate a line of thunderstorms and severe weather. Visual perception of the pilot may have been reduced by a near lightning strike.",High Fatality
72,5/12/1968,16:00,"KHAM DUC, VIETNAM",MILITARY - U.S. AIR FORCE,Not Available,NOT AVAILABLE,LOCKHEED C-130B HERCULES,60-0297,3600,155,155,0,0,0,"Shot down by enemy fire while attempting to evacuate Kham Ducivilians.  The aircraft shook  violently, crashed and burst into flames in a ravine at the end of the airstrip.",High Fatality
73,6/22/1968,Not Available,"YUHNOV, RUSSIA",MILITARY SOVIET  AIR FORCE - AEROFLOT,Not Available,KAUNAS - RYAZAN / MOSCOW - GOMEL,ANTONOV AN-12 - ILYSHIN IL-14,Not Available,Not Available,120,120,0,0,0,"Midair collision. Ninety-six killed on the An-12, 24 on the IL-14.",High Fatality
74,9/3/1968,21:25,"NEAR BURGAS, BULGARIA",BULAIR TABSO,Not Available,NOT AVAILABLE,ILYUSHIN IL-18,LZ-BEG,187009101,89,47,0,42,0.472,Crashed on approach descending into the ground short of the runway. Deviation from the prescribed flight rules to accomplish a visual approach in adverse weather conditions.,High Fatality
75,9/11/1968,10:30,"OFF CAP D'ANTIBES, FRANCE",AIR FRANCE,1611,AJACCIO - NICE,SUD-AVIATION CARAVELLE 3,F-BOHB,244,95,95,0,0,0,"The airliner crashed into the Mediterranean sea, 10 miles south of Nice Airport, while attempting an emergency landing 21 minutes after taking off. Prior to the crash a message was received that there was fire aboard in the rear of the cabin.",High Fatality
76,11/22/1968,1:24,"SAN FRANCISCO, CALIFORNIA",JAPAN AIR LINES,2,TOKYO - SAN FRANCISCO,MCDONNELL DOUGLAS DC-8-62,JA8032,45954,107,0,0,107,1,"The plane landed in the shallow waters of San Francisco Bay, 2.5 mile short of the Runway 28L. All 107 people aboard were safely evacuated off the plane without injury. According to the NTSB, the captain said he was making a coupled approach, but because of problems with his pressure altimeter, he was relying on the more accurate radio altimeter for verification of altitude. The captain looked up expecting to be 200 feet above the water but instead was nearly in the water. He applied power but it was too late. The captain did not cross-check the raw data glide-slope signals and didn't realize the ILS on-course position was far above where he was. The  improper application of the prescribed procedures to execute an automatic-coupled ILS approach. This deviation from the prescribed procedures was, in part, due t o a lack of familiarization and infrequent operation of the installed flight director and autopilot system.  As a result, Japan Air Lines changed their training procedures to stress command responsibilities, crew coordination and transition time for new type of aircraft. The aircraft was recovered from the San Francisco Bay 55 hours after the accident, repaired at a United Air Lines facility and eventually flow back to Japan where it was put  in service for many decades.",Low Fatality
77,3/16/1969,12:00,"MARACAIBO, ZULIA, VENEZUELA",VENEZOLANA INTERNACIONAL DE AVIACION,742,MARACAIBO - MIAMI,MCDONNELL DOUGLAS DC-9-32,YV-C-AVD,47243/448,84,84,70,0,0,"Seconds after becoming airborne, the aircraft struck electrical power lines and crashed into houses in the La Trinidad section of the city. Takeoff calculations made from erroneous information. Faulty temperature sensor along the runway. San Francisco Giants pitcher Nestor Chavez, 22,  killed.",High Fatality
78,3/20/1969,2:00,"NEAR ASWAN, EGYPT",UNITED ARAB AIRLINES,Not Available,JEDDAH - ASWAN,ILYUSHIN IL-18D,SU-APC,188011301,105,100,0,5,0.048,The aircraft crashed and burned while attempting to land  at Aswan Airport for the third time. The pilot descended below minimum safe altitude without having the runway lights clearly in sight. A contributing factor was pilot fatigue.,High Fatality
79,6/4/1969,8:42,"NEAR SALINAS VICTORIA, NUEVO LEON, MEXICO",COMPANIA MEXICANA DE AVIACION,704,MEXICO CITY - MONTEREY,BOEING B-727-64,XA-SEL,19256/355,79,79,0,0,0,"While the crew was descending and attempting to align with the runway, the plane hit high ground, several kilometers from the airport, in poor weather conditions. Excessive speed and wide radius of turn took the  aircraft out of the designated descent area and over rising terrain.",High Fatality
80,8/26/1969,Not Available,"MOSCOW, RUSSIA",AEROFLOT,Not Available,NOT AVAILABLE,ILYUSHIN IL-18,Not Available,Not Available,112,16,0,96,0.857,Engine fire led to an emergency landing with the landing gear retracted.,Low Fatality
81,9/9/1969,14:29,"NEAR FAIRLAND, INDIANA",ALLEGHENY AIRLINES / FORTH CORPORATION,853,INDIANAPOLIS - BAKALAR AFB,MD DOUGLAS DC-9-31/PIPER CHEROKEE PA-28,N988VJ/N7374J,47211/357 / ,83,83,0,0,0,"Midair collision at 2,500 ft. The Piper crashed into the tail of the DC-9 as it prepared to land. Eighty-two killed aboard the DC-9, one aboard the Cessna.  Inadequate VFR separation and deficiencies in the ATC system in the terminal area with mixed VFR/IFR traffic.",High Fatality
82,9/20/1969,16:00,"NEAR HOI AN, VIETNAM",AIR VIETNAM (SOUTH VIETNAM),Not Available,PLEIKU - DA NANG,DOUGLAS DC-4 / USAF F-4E,XV-NUG,10860,76,74,2,2,0.026,"Midair collision. The F-4E landed safely. The DC-4 crashed, killing all seventy-five aboard and two on the ground. Misconstrued instructions on landing by the DC-4.",High Fatality
83,9/21/1969,Not Available,"MEXICO CITY, MEXICO",MEXICANA,Not Available,CHICAGO - MEXICO CITY,BOEING B-727-64,XA-SEJ,19255/331,118,27,0,91,0.771,"During an approach, the plane undershot the runway and landed about a mile short, hitting an embankment . The plane became airborne again until the undercarriage and forward fuselage struck a railway embankment and broke up. Undetermined cause.",Low Fatality
84,9/26/1969,Not Available,"NEAR LA PAZ, BOLIVIA",LLOYD AEREO BOLIVIANO,Not Available,SANTA CRUZ - LA PAZ,DOUGLAS DC-6B,CP-698,43273,74,74,0,0,0,"Hit 15,500 ft. Mt. Choquetanga. Cause unknown. All members of the Bolivian soccer team The Strongest, killed.",High Fatality
85,11/20/1969,8:30,"NEAR IKEJA, NIGERIA",NIGERIA AIRWAYS,825,KANO - LAGOS,BAC VC-10-1101,5N-ABD,804,87,87,0,0,0,The aircraft crashed and burned 8 miles from Lagos Airport where it was to have landed. Cause unknown.  Possibly insufficient monitoring of equipment. Allowing the aircraft to come down to an unsafe altitude without contact with the ground.,High Fatality
86,12/8/1969,20:46,"NEAR KERATEA, GREECE",OLYMPIAIRWAYS,Not Available,CHANIA - ATHENS,DOUGLAS DC-6B,SX-DAE,45540/1016,90,90,0,0,0,"The aircraft crashed into Mt. Pan, 25 miles SW of Athens while preparing to land. The flight crew deviated from the proper track and descended below the minimum safe altitude during approach.",High Fatality
87,2/6/1970,Not Available,"NEAR SAMARKAND, USSR",AEROFLOT,Not Available,NOT AVAILABLE,ILYUSHIN IL-18V,CCCP-75798,182004303,92,92,0,0,0,"Crashed into a mountain at an elevation of 5,000 ft. Misidentification of the aircraft by the air trafficontroller.",High Fatality
88,2/15/1970,18:30,"OFF SANTO DOMINGO, DOMINICAN REPUBLIC",COMPANIA DOMINICANA DE AVIACION,Not Available,SANTO DOMINGO - SAN JUAN,MCDONNELL DOUGLAS DC-9-32,HI-177,47500/546,102,102,0,0,0,"Two minutes after taking off , the crew reported losing an engine and turned back towards the airport. The plane then descended rapidly and crashed into the sea. Featherweight boxer Carlos Cruz and members of  the Puerto Rican women's national volleyball team killed.",High Fatality
89,4/1/1970,8:16,"CASABLANCA, MOROCCO",ROYAL AIR MAROC,Not Available,AGADIR - CASABLANCA,AEROSPATIALE CARAVELLE 3,CN-CCV,032/33,82,61,0,21,0.256,The aircraft crashed 9.7 km short of the runway during approach in the fog and broke in two.,High Fatality
90,7/3/1970,19:05,"NEAR ARBUCIAS, GERONA, SPAIN",DAN AIR SERVICES,Not Available,MANCHESTER - BARCELONA,DE HAVILLAND COMET 4,G-APDN,6415,112,112,0,0,0,"Due to heavy traffic, the flight was diverted from the planned route. The aircraft failed to follow the assigned airway and crashed into a cloud obscured Montseny Mountain while on approach. The deviation from the assigned airway may have been caused by malfunctioning equipment. In addition, the ATC did not realize the aircraft was deviating from its assigned course.",High Fatality
